year	year_id	team_id	team_name	team_url
2014	11520	721	Air Force	http://stats.ncaa.org/team/index/11520?org_id=721
2014	11520	5	Akron	http://stats.ncaa.org/team/index/11520?org_id=5
2014	11520	8	Alabama	http://stats.ncaa.org/team/index/11520?org_id=8
2014	11520	27	Appalachian St.	http://stats.ncaa.org/team/index/11520?org_id=27
2014	11520	29	Arizona	http://stats.ncaa.org/team/index/11520?org_id=29
2014	11520	28	Arizona St.	http://stats.ncaa.org/team/index/11520?org_id=28
2014	11520	31	Arkansas	http://stats.ncaa.org/team/index/11520?org_id=31
2014	11520	30	Arkansas St.	http://stats.ncaa.org/team/index/11520?org_id=30
2014	11520	725	Army	http://stats.ncaa.org/team/index/11520?org_id=725
2014	11520	37	Auburn	http://stats.ncaa.org/team/index/11520?org_id=37
2014	11520	77	BYU	http://stats.ncaa.org/team/index/11520?org_id=77
2014	11520	47	Ball St.	http://stats.ncaa.org/team/index/11520?org_id=47
2014	11520	51	Baylor	http://stats.ncaa.org/team/index/11520?org_id=51
2014	11520	66	Boise St.	http://stats.ncaa.org/team/index/11520?org_id=66
2014	11520	67	Boston College	http://stats.ncaa.org/team/index/11520?org_id=67
2014	11520	71	Bowling Green	http://stats.ncaa.org/team/index/11520?org_id=71
2014	11520	86	Buffalo	http://stats.ncaa.org/team/index/11520?org_id=86
2014	11520	107	California	http://stats.ncaa.org/team/index/11520?org_id=107
2014	11520	129	Central Mich.	http://stats.ncaa.org/team/index/11520?org_id=129
2014	11520	140	Cincinnati	http://stats.ncaa.org/team/index/11520?org_id=140
2014	11520	147	Clemson	http://stats.ncaa.org/team/index/11520?org_id=147
2014	11520	157	Colorado	http://stats.ncaa.org/team/index/11520?org_id=157
2014	11520	156	Colorado St.	http://stats.ncaa.org/team/index/11520?org_id=156
2014	11520	193	Duke	http://stats.ncaa.org/team/index/11520?org_id=193
2014	11520	196	East Carolina	http://stats.ncaa.org/team/index/11520?org_id=196
2014	11520	204	Eastern Mich.	http://stats.ncaa.org/team/index/11520?org_id=204
2014	11520	231	FIU	http://stats.ncaa.org/team/index/11520?org_id=231
2014	11520	229	Fla. Atlantic	http://stats.ncaa.org/team/index/11520?org_id=229
2014	11520	235	Florida	http://stats.ncaa.org/team/index/11520?org_id=235
2014	11520	234	Florida St.	http://stats.ncaa.org/team/index/11520?org_id=234
2014	11520	96	Fresno St.	http://stats.ncaa.org/team/index/11520?org_id=96
2014	11520	253	Ga. Southern	http://stats.ncaa.org/team/index/11520?org_id=253
2014	11520	257	Georgia	http://stats.ncaa.org/team/index/11520?org_id=257
2014	11520	254	Georgia St.	http://stats.ncaa.org/team/index/11520?org_id=254
